,features,difficulty,comment,quality
4105,"Professor Parrish (who also teaches A&D 227) DOMINATES Kontos. His class is far better; in fact, I've had for 7 courses. Just browse Parrish's comments and compare them to the horror stories here...switching can make difference between a ""D"" an ""A""",2,😎awesome,2.0
4106,intersting,2,😎awesome,2.0
4107,Tests hardly relate to his PowerPoints and even less from the material. This should be more about philosophy of art than a study Modernism.,1,😐average,2.0
4108,Switch your teacher if u need this class or good GPA. He is terrible with relating his Powerpoint notes to the test. The just bounce back and forth have no real format them. Although Lou does know what he talking about not how teach it us for test which are hard T/F&Multi-choice.,1,😐average,2.0
4109,Felt like every assignment was a total mystery how it would be graded. No clarity in anything. Pop quizzes and mandatory labs are annoying you can't miss any.,1,😖awful,1.0
4110,Class is a nightmare. Professor has very narrow reading of what right and wrong in subjectively graded class.,2,😖awful,2.0
4111,Very nit-picky grading. Not that approachable.,1,😖awful,1.0
4112,Way too picky of a grader. Were paying thousands dollars to be nit picked. Havent had any other professors here as and uptight,2,😖awful,2.0
4113,"I loved her and the TA, very easy to get an A with just a little bit of work",1,😖awful,1.0
4114,Big group project (runs through the semester); no exams but quizzes on reading (not hard; gives questions beforehand); lab everyweek; seems like a lot of work for this class,1,😖awful,1.0
4115,She's very clear and helpful on the skills we learn. There is a big group project that's kinda dumb because she's really picky grader. You need to get book though she rolls die every class see if have quiz,1,😖awful,1.0
4116,Her standards of grading seem a little high considering course content,2,😖awful,2.0
4117,"100 level so easy class, just a lot of work kind annoying but keep up with the and you will be fine.",2,😎awesome,2.0
4118,"Awful teacher, difficult grader, too nitpicky.",1,😎awesome,1.0
4119,"I had strong interest in this class but HATED it due to the prof. A LOT of material w/ no lecture notes provided, HARD grader, nit picker, alot busywork with relevance course ie (Mixable- a dumb forum worth 15% your grade), exam study guides are titles chapters book.",2,😐average,2.0
4120,80% of the class stopped attending after first few weeks as his lectures are pretty much pointless to attend and doesn't help you a bit for exams. Exams nothing like or HW problems he is harshest grader I have ever come across. Avoid at any cost.,1,😖awful,1.0
4121,"The class average for exams are around 45%, so either all of us idiots or he doesn't know how to teach and makes the a lot more difficult than it needs be. You pretty much on your own in his class, harshest grader I have ever seen.",2,😖awful,2.0
4122,His exams are incredibly hard and do not relate to the homework. Also very concept heavy does complete problems. Will leave you in air on how a problem,1,😖awful,1.0
4123,"Took the course with a different professor that was train wreck and should have withdrawn. again Bobet got A. If you care, do your work, attend class, visit him during office hrs questions, this class is very passable.",2,😖awful,2.0
4124,"Talks too fast and doesn't provide decent notes online. He'll say a lot of if's conditions that are really important but won't write them down. If you miss what he said, didn't understand him, or God forbid class, then tough luck.",1,😖awful,1.0
4125,"His class is helpful, but the material and homework don't help too much for exam since hard",2,😖awful,2.0
4126,"Really nice and very intelligent. Sometimes goes through lectures too fast. Tests were open note/book, but still hard. TA's office hours extremely helpful, as he would walk though the entire homework assignment with you. I would've struggled a lot without TA.",2,😎awesome,2.0
4127,"Exams were tough. He really wants students to understand the material. His explanation in step by problem solving is clear, but homework almost impossible. office hour was helpful solve HW",2,😎awesome,2.0
4128,"I thought he did a relatively good job of teaching the course content. Lecture helped me to understand, and examples were especially helpful. It is very hard class though.",1,😖awful,1.0
4129,"Absolutely useless as a teacher. Calls students out for not paying attention in lecture hall of 200+. Spends the entire talking, with no visual notes whats being said, and spends last 5 mins attempting an example that he never has time to finish. Written exams look nothing like homework or class examples final was impossible.",2,😖awful,2.0
4130,Does not curve grades even if average is fifty something. He seems like a nice guy but when it comes to he really does care about you as student. Oh and in his mind he's always right will change no matter what do/say. I wish had never taken this class with professor.,2,😎awesome,2.0
4131,No Comments,2,😎awesome,2.0
4132,No Comments,1,😖awful,1.0
4133,"Professor Butts, who is new at Dayton a guy clear cut. Personally I think he was super easy. You have three speeches you to do but pretty The mid-term right from the reading of Oral Communications book. thought easy, if want argue over something an argument. straight forward.",2,😐average,2.0
4134,he is a waste of skin does not care about the students it either his way or highway most self centered person I have ever seen DO NOT TAKE HIS CLASS,1,😐average,1.0
4135,The most rude self centered teacher I have encountered.Glad i don't this joke the next 8 weeks. is first had that degrades entire class.,1,😖awful,1.0
4136,Hey will not let you make up a thing. hey is very rude disrespectful. and doesnt care about your class,2,😖awful,2.0
4137,"Horrible teacher. If you don't do EXACTLY what he wants, fail an assignment. My first outline for the speech, I received F when it was completed but didn't have EVERY little thing wanted in it. He ridiculous two weeks had him before dropping class. Took online next semester and got A.",1,😖awful,1.0
4138,"If you're trying 2 raise ot maintain your GPA,then do not take any classes w/him. He'd be a great graduate teacher but undergrad. I don't have time dedicate myself his 1 class when 4 other at higher levels. Take it with Holladay, you'll learn & appreciate the context more.",2,😖awful,2.0
4139,"Wow,looking at these rates it's all getting a bit clearer to me now, no wonder he's longer Purddue and came EIU. I have him not sure how feel about him, arrogant way too demanding than other com teachers in the dept. which find unnecessary, but think his own ""intelligence"" gets best of he thrives on",1,😖awful,1.0
4140,"This guy is a nightmare, change sections while you still have time, and if can't, drop the class take it next semester. David impossible to reason with, tries make much more difficult than communication department requires. If care about your GPA, don't 15 hours week devote getting an A, it.",2,😖awful,2.0
4141,He tells you how it is the first day of class. Its his way or highway. I enjoyed class because he will tell is. The isnt too easy but if read and do what are supposed to challenging,1,😖awful,1.0
4142,"Overall, really not a nice person. He doesn't seem to like teaching or students, he's just doing it get his own education paid for. Switch from section if you can.",2,😖awful,2.0
4143,"The David Butts praised in previous posts is not the teaching me. He a cold, insensitive man who doesn't care about his classes at all. himself said that only 2 or 3 people out of 30 get an A each semester. You work hard for nothing but bad grade return. SWITCH SECTIONS WHILE YOU STILL CAN",1,😖awful,1.0
4144,Easy. Just follow the book and practice a little. If you do that it's almost impossible to not well in class.,2,😖awful,2.0
4145,"he is a knowledgable teacher, but isnt much of teacher. his class first priority...at best were second.",1,😖awful,1.0
4146,No Comments,2,😖awful,2.0
4147,"He is very intelligent and knowledgeable however, there were many times we took a back seat to his learning. Teaching definitely isn't first priority, or second....or third.",1,😖awful,1.0
4148,No Comments,2,😖awful,2.0
4149,No Comments,2,😎awesome,2.0
4150,"Good at explaining things and somewhat helpful in the class, but it felt like there were times when he didn't give a crap certainly mind screwing us over once while.",2,😎awesome,2.0
4151,No Comments,1,😖awful,1.0
4152,No Comments,2,😖awful,2.0
4153,I spend over 10+ hours watching his socalled lectures on final Exercise. Which can be easily avoid by 30 min tutorials Youtube. Just get you the idea of how he teach. am not saying that is bad at work but worst teacher Ive ever encountered. DO NOT TAKE HIS COURSE IF YOU CAN. YO COULD LOSE PASSION.,1,😖awful,1.0
4154,Bad professor. Late for grading and barely gives feed back. He replies late to your emails. thinks he is better than this it obvious in his actions. His lectures had a bunch of broken links various videos. posts HW late.,2,😖awful,2.0
4155,Terrible professor,1,😖awful,1.0
4156,Horrible at uploading things in a timely manner or responding to emails,1,😖awful,2.0
4157,"Hansen is a good guy. But, hates every 176 class he assigned to teach. He thinks too for students and that gets in the way. The exams are online, find someone who previously took his help. Oh - don't buy book. I never opened it once got 96%.",1,😖awful,1.0
4158,"He is smart but his definitely not a good professor. kept talking inexplicable things in class never mention the content of examination. tell your particular question, everthing too obscure. However, if you are course, I still suggest go to since sometimes he would share ""diry secrets"" class.",1,😖awful,2.0
4159,Easy to get the grade,1,😖awful,1.0
4160,He knows what he is talking about.,2,😖awful,2.0
4161,"Hansen is awesome, he knows his stuff and expects you to know yours. If respect him, he'll you.",2,😎awesome,2.0
4162,"People complain on how hard the class is but in reality they are not 100% committed to it. This a where you can just get through You need read book, go class, and watch lecture videos good grade this. I knew people who were experienced with some of stuff covered still struggled class.",1,😎awesome,1.0
4163,Funny guy but generally not a very good professor. Rarely gets lecture slides or grades posted in timely fashion. Most labs and assignments are vague. Also even his humor real old after while. I had him for three courses.,1,😖awful,1.0
4164,Awesome/Funny. You have to be into the coursework though. Noobs should pick a different major.,2,😖awful,2.0
4165,"This professor was fantastic. He knows his stuff and, if you ask, he will explain everything very clearly. Great sense of humor and a lot fun get to know him more outside the classroom. You would be unlucky dont have him.",1,😐average,2.0
4166,"He knows what he's talking about. If you don't understand, just ask!",1,😐average,2.0
4167,Tough but fair. Good sense of humor. Really knows his stuff.,2,😎awesome,2.0
4168,"not very helpful, gives assignments and does go over them at all, before he hands out or after grades them, we don't get any work back feedback from",1,😎awesome,2.0
4169,I'm still wondering if he has had any work experience in the industry besides at Purdue. Don't expect to know your grade before end of semester because yeah....its 14th week class and grades STILL have not been posted. The course material is relatively simple you about networking but makes too hard.,2,😎awesome,2.0
4170,"The class overall had so much busy work it was nauseating (HWs, labs, lecture quizzes, recitation problems), but I always enjoyed joining Prof Lifton's online lectures. Granted, I'm not sure how his background in Geo led him to be a physics E&M professor, all know is gained conceptual knowledge from teaching. A solid choice!",2,😎awesome,2.0
4171,He is truly an amazing person but not the best teacher. His lectures are VERY dense and sometimes it seems like test questions were never really reviewed in class. You have to understand content order pass.,1,😎awesome,1.0
4172,The content is just ridiculously awful. average on our last midterm was a 60. Lectures are super dry. Just terrible class.,1,😖awful,1.0
4173,"For an intro to environmental science and conservation course, his section was the hardest. Everytime I talked him he seemed very nice but material presented so dense it difficult narrow down what would test over. Test incredibly difficult. Although caring quite intelligent probably not do again.",2,😖awful,2.0
4174,"I had Dr. Lifton for 4 weeks of Intro to Environmental Science. His lectures are full material, and he talks fairly fast. Study his exam b/c includes very specific info from lecture. HW is on LearnSmart. He knowledgeable, but maybe not the best teacher material. Lecture mandatory due iclicker.",1,😖awful,1.0
4175,"For Physics 241, Prof. Lifton was a nice guy, but his presentations were unhelpful. A lot of proofs for problems ""steps 1-7"" and then all the unlabeled, unexplained math. It cryptic. I watched videos from TA entire semester. learned nothing Lifton, after first exam, transitioned entirely to videos.",2,😖awful,2.0
4176,"Professor Lifton was my teacher for Electricity and Optics, which strange from the beginning considering he is normally a Geology teacher. I think did his best, but wasn't really comfortable with material meant just went over power points each lecture. had to teach myself whole class on YouTube. Despite that, liked him.",2,😎awesome,2.0
4177,"I had this guy for Physics 241 some reason when he is actually a GEOLOGIST. No idea why taught physics, and should never teach it again. only attended lecture Iclicker points; he's dry, boring, notes barely help the homework. Plus, hardly knows any so successfully answers conceptual classes.",2,😎awesome,2.0
4178,He was okay. His voice is very monotonous so I had trouble staying away. Don't bother to take notes in class just down the blanks and fill rest out later.,1,😖awful,1.0
4179,"Although his lectures are jam-packed with material, Dr. Lifton does best to help students understand concepts. EAPS 111 required a lot of reading outside class and must pay close attention in lectures. Going office hours is recommended. always willing take students, review old exams, help.",2,😖awful,2.0
4180,"Since Dr. Ashendel is retiring, I have to post. took his biochem class at the beginning of career Purdue 1983. The reviews here sound like and teaching style has not changed in over 30 years. ha He was actually a nice guy, an excellent researcher boss. worked lab for few It did help my grade all.",1,😐average,2.0
4181,"I'm a good student that tends to do pretty well in class. NOT WITH HIM. Looking back the only way I got points this class is from prior knowledge. Luckily it's curved so much was still able pass with no higher than 40% on any exams. He's boring, his slides are jumbled and confusing he constantly says he's smarter book",1,😐average,2.0
4182,"Dr. Ashendel is a very dry, blunt, and tough professor, but if you do the extra credit study hard, it bearable. Tests are extremely difficult, partial allows fair grading. prepare to lot.",1,😖awful,1.0
4183,"The class is probably the hardest I have ever taken. He does not know how to teach, and curve massive point where 64% an A-. wouldn't go lecture, unless we had a quiz. learned nothing all semester passed.",2,😖awful,2.0
4184,"No need to go class unless there's a quiz. Don't get textbook, just memorize as much you can from the slides. During lectures, he rambles on and in hypnotizing voice. chance you'll know all of material because so much. But is curved, 60% will almost always guarantee at least B/B-. Curve lifesaver!!!",1,😐average,2.0
4185,"Lectures are extremely confusing and seem to be copied pasted from the textbook itself (or Wikipedia pages). Exams also difficult, with up 10 choices for multiple choice questions open ended essay questions. You really need know every single detail do well",2,😐average,2.0
4186,"I have never felt absolutely helpless in a class until took this class. He rambles during review sessions, and the answer doesn't seem to be directly answered half time. also uses straight paragraphs on his lecture slides, that are taken from WIKIPEDIA. That says lot about",1,😖awful,1.0
4187,WORST PROFESSOR EVER,2,😖awful,2.0
4188,Tough instructor but he does it for a reason. If were easy you wouldn't learn as much. You will see other professors with similar mindsets if go to grad school. It's tough. Be ready work hard. He comes across unapproachable he's actually really nice talk to. I wish would've gotten know him better earlier on in the semester,1,😖awful,1.0
4189,"Seems willing enough to help but I'm honestly not sure is possibile. His PowerPoints are awful, paragraphs of information. He's impossible listen because his sentences similar slides: paragraphs. The vocabulary he uses makes it really difficult follow train thought. I spend more time remembering definitions.",2,😖awful,2.0
4190,Awful professor. cant ask questions in class his powerpoint slides are basically essays compressed to slides. the exams ridiculous and only reason passes is bc of curve. Its disappointing that purdue has someone like this here...,1,😖awful,1.0
4191,"He is a bit wordy and can be quite complicated in his teaching. This course requires lot of work on students' part. kind at answering questions tries to help students. But,he not very stimulating engaging professor.",2,😖awful,2.0
4192,He is very vague and unclear about what he speaks about. His slides are terrible need updated rearranged. Can be ignorant outside of class.,1,😖awful,1.0
4193,He does want students to learn but needs improve his teaching abilities.,2,😖awful,2.0
4194,Horrible professor. Does not teach at all,1,😖awful,1.0
4195,"Not too understanding if you have a problem. Knows his stuff, much easier to work with outside of class.",2,😖awful,2.0
4196,very understanding,2,😐average,2.0
4197,No Comments,2,😐average,2.0
4198,Wants students to learn.,1,😖awful,1.0
4199,so mean to his students... do not goto office hour!!! he will only answer you that should know everything by yourself!! ridiculous!!!!,2,😖awful,2.0
4200,"Craig has many requirements and you must follow them. Actually, his criteria can let have good habits in drawing.",1,😐average,2.0
4201,"I can definitely see why people say ""you'll love him or you'll hate him."" Yes, the work is graded strictly but if you show Dr. Miller that put forth effort then pass with flying colors. He quirky also super awesome, and would be willing to under his instruction for another semester!",1,😐average,1.0
4202,he knows why,2,😎awesome,2.0
4203,"Honestly this class is a joke. He so disrespectful to students and even disrupts his own class. will stop the entire multiple times if he sees phone out, which ends up being constantly. super specific about rules point of almost neurotic, like yell in lecture you happen use straight edge.",2,😎awesome,2.0
4204,"Dr. Miller is a fantastic professor. He has an abrasive personality to some, but me he hilarious. also cares for you as long keep in contact with him. His grading very fair, especially if your TA, and are respectful will always hear out. I would 100% take class him again.",1,😖awful,1.0
4205,This class is easy to pass as long you complete the work. The biggest issue dealing with Craig's massive ego and teaching style. He makes up random standards for grading most lectures are like a grandpa Simpson monologue. says he's trying push your limits which true if he was test my patience. Just terrible guy,1,😖awful,1.0
4206,"I don't know whether the high reviews are from his TAs or students with Stockholm Syndrome but Craig is worst teacher at Purdue hands down. Lectures useless and filled pointless tangents, you have to attend. Of course buy textbook which rarely used. Rules made up on spot completely arbitrary.",1,😖awful,1.0
4207,He makes you buy an expensive and useless textbook for $150 then only need to use one page from that worthless textbook.,1,😖awful,1.0
4208,"Dr. Miller's class is not difficult. Say what you want about his character, I personally have little respect for him as a person, but if show up, turn in your work on time, and make genuine effort to be productive lab will fine. Make sure watch the videos get correct assignment expectations, rather than text.",2,😎awesome,2.0
4209,"There is no denying his tough love he has for students. He and rather brutal in words, but still cares a lot. enforces discipline, organization attention to detail on students through rules grading, which WILL help you industry standards rigors of the workplace. Still, will either LOVE him or hate him.",1,😎awesome,2.0
4210,"if you answer questions in lecture he sometimes gives 10 points extra credit. I never went to ask TA's for help or Miller and got an A the class. Just do your labs pay attention lecture, pop quizzes are fairly easy . t just don't fall behind on work this class is ez",1,😖awful,1.0
4211,idk why Miller gets such a bad rep. He honestly does good job of explaining things in the lecture and keeps it entertaining. If I had any other professor definitely would fall asleep because lectures aren't really needed to do labs but they help. Follow instructions your work this class is an easy A.,1,😖awful,1.0
4212,steer clear,1,😖awful,1.0
4213,"Assigns a minimum of 2 projects week, but the themselves either have very little instructions or none at all, meaning it is 100% mandatory to ask for help. However, if you him questions he believes should already known, will dock 10 points daring ask. Lectures not prepare lab projects.",1,😖awful,1.0
4214,"It's a bit absurd that he forces you to purchase his book for 80 dollars and the only time will use it is in order complete assignments by following steps word word. As lecturer, Craig Miller often difficult understand insensitive student's dilemmas. On plus side, class does prep industry standards.",1,😖awful,1.0
4215,"Before this semester started all I heard was how CGT 163 an easy A class. After realize false that statement was. Professor Miller had so many pop quizzes and you don't learn a thing during lecture or lap prep. Everything will be in Lab, ask ton of questions to your TA. He/she guide well.",2,😖awful,2.0
4216,"His grading, pop quizzes, and lecture questions can seem harsh illogical, but there's method to the madness. He forces you stay extremely organized, be thorough in your work, use common sense. Even CL50 at 7:30 am he's able keep students engaged he actively encourages questions. Crazy Craig truly cares about his students.",1,😐average,2.0
4217,"Honestly, I had heard so many things about Dr. Miller regarding his course and was expecting this to be really annoying. However, proves a great professor who clearly has immense knowledge of the topics. As long as you do your work on time attend class will fine.",1,😐average,1.0
4218,He may be an eccentric teacher but that shouldn't trump the honest care he has for his students and effort puts in to better students.,2,😎awesome,2.0
4219,"Stupid way of running the class. Forces you to go useless lectures and grades incorrectly fairly often. The little tiny intricate details that he demands means even if do pretty much everything right all time, could still end up with a B+ or something. Not at logical open questioning. Yells for no reason gets angry.",2,😎awesome,2.0
4220,"I'm sure at one point Victor was a fantastic professor. He teaches very little and mainly rambles on about different things for an hour, the textbook he provides is hard to understand. You have assignment every week that he'll give you feedback on, lectures are useless so don't attend. Easy A, plus study hall me!",1,😖awful,1.0
4221,"He tells some interesting tales, and the class is pretty easy.",1,😖awful,1.0
4222,"Loves his anecdotes and tends to deviate from the subject matter, but is very entertaining really understands linguistics. Attendance isn't mandatory, go class anyway, participate, talk him a bit after class. He's fun get know, he's always willing write you stellar recommendation letter.",2,😎awesome,2.0
4223,Not very helpful,1,😎awesome,1.0
4224,Easy.,2,😎awesome,2.0
4225,"Really easy. Don't have to go class. Just do the hw. You can test out early if you get all projects done. Oh, and 3 tries on every project.",1,😎awesome,2.0
4226,"His humor theory class = him telling us what or who he thought was funny. We had no syllabus - participation expectations changed suddenly in the middle of semester. Suddenly we to give presentations. Would have been nice known that from start. Class easy, but he's so pompous and unbearable it an awful class.",1,😖awful,1.0
4227,I liked him! He is so fun and intelligent really helped me out!,1,😖awful,2.0
4228,awful!,1,😖awful,1.0
4229,I sat in that classroom for atleast 4 weeks before realized he actually thouhgt we understood him...,1,😖awful,1.0
4230,"The worse kind of easy - rambles, doesn't offer any helpful advice, and yet, teach anything that is truly useful. Might be interesting at a party, but if you really want to learn the subject, don't count on being enlightened.",1,😖awful,1.0
4231,"If you can get past the Russian accent, you'll find one of best professors in School Liberal Arts. Tells great stories that eat up valuable instruction time.",1,😖awful,1.0
4232,"hes great, funny and very intelligent. Pleasure to listen to.",1,😖awful,1.0
4233,"Wagstaff is a solid teacher that extremely knowledgeable about the topics. Most of classes, he read off slides and added his own pieces information where needed. He also made very clear what was going to be on exam (giving us many questions ahead time). His delivery not best, but you get used it. Funny guy.",2,😎awesome,2.0
4234,No good,2,😎awesome,2.0
4235,"Brilliant mathematician and impatient, incomprehensible just generally bad lecturer.",1,😖awful,1.0
4236,Great teacher and researcher! personality. Very Smart; funny!,2,😖awful,2.0
4237,"He is a very good person with integrity, funny in his own way:)",1,😖awful,1.0
4238,Speach impediment. Uninventive lectures.,1,😖awful,1.0
4239,"What a joke. It's time to update your stale, century old, homework and exam questions.",2,😎awesome,2.0
4240,Research=yes; Teaching=NO!,1,😎awesome,2.0
4241,Brilliant man trapped by vocal chords frequently fighting against him. Easy test,2,😎awesome,2.0
4242,"I called his house for help, and was hung up on - BANG the buck!",1,😎awesome,2.0
4243,No Comments,1,😖awful,1.0
4244,Impossible to listen to. Gives easy tests.,2,😖awful,2.0
4245,"Hard to understand, but very helpful",1,😖awful,1.0
4246,No Comments,1,😖awful,1.0
4247,"As a personality, he is nice in and outside the class. teaching, might be worse that you will take. He doesn't give curve by end of semester, need 94% to get an A. say consider border cases but lie, do not believe him. If want learn care about grade, take his class",1,😖awful,1.0
4248,"He is a really nice guy, and cares lot about his students. However, in lectures he just talks research past jobs. I went to 3 got full credit for participation. knida feel bad the guy since less than quarter of class showed up lectures, but did fine reading slides.",2,😖awful,2.0
4249,Professor Bhargava cares about his students and has clear grading scale. His lecture needs attendance so that you can give him a good impression. Very professor I enjoy class in my last semester at Purdue.,1,😐average,2.0
4250,"Super nice, caring guy. Really makes an effort to be accessible outside of class, prefers raise students' grades rather than lower them. That said, awful lecturer. Barely talks about the material and goes on tangents constantly. Don't go class; just read textbook/slides online. I skipped most lectures still got 4/5 for participation.",1,😐average,2.0
4251,"He is a nice guy who always very willing to provide help. However, I would say won't recommend his courses. neither follows the slides or has clear outline for lecture. And he likes give unrelated examples. It did waste lots of time and didn't encourage students follow him. turns out that learned everything by myself.",2,😎awesome,2.0
4252,Useless Course. You will learn about his personal experiences with airlines more than distributed database systems,1,😎awesome,2.0
4253,"Lectures were mental torture. Draws out very simple concepts using examples that don't make sense. Contradicts himself often. However, class is extremely easy if you just read the book. Don't be overwhelmed with his list of topics to covered either; won't get half them.",1,😖awful,1.0
4254,Great class to learn Transaction processing and control. Very Classic Prof.,1,😖awful,1.0
4255,Pray that no one will fall for his style,1,😖awful,1.0
4256,He was a bit scattered with his lectures. mixed old overhead transparencies printouts from other books notes. would have done better to just teach the book. The thing I liked about him that he wasn't out trick you. very straightforward what expected and how graded. seems care for students,1,😖awful,2.0
4257,Disgusting. He talked about his wife and kids. Learned nothing from course!!! What a waste of time. I'd rather spend time dancing playing around than taking course.,1,😖awful,1.0
4258,542 was an awesome class.,1,😖awful,2.0
4259,Sigh!,1,😖awful,1.0
4260,No Comments,1,😖awful,1.0
4261,I am wasting my time to rate him here.,2,😎awesome,2.0
4262,"The best I can determine, my grade was based on how well he liked me",1,😎awesome,1.0
4263,A total waste of time. He did NOT teach NOTHING.,1,😖awful,1.0
4264,All he did was talk about his time working at IU Med Center. Didn't teach much.,1,😖awful,1.0
4265,Late and Unprepared. He has illegible notes that will barely help you. At one point it got so bad anyone showed up to lecture some students would try sneak into Prof Adam's lecture. class covered 12 chapters by the end of semester while we only 8. These are prerequisites in later courses like CS 251.,1,😖awful,1.0
4266,Prof Rego isn't the best lecturer if you are trying to ace a class or understand specific material. As an undergrad he was not helpful in accomplishing coursework. But after taking with him grad I have come realize that is what teacher should be. A guide field of study. And dam good at it.,2,😖awful,2.0
4267,"He seems to get a lot of flack on here for talking about unrelated concepts during lecture, however he wrote some very informative notes and threw no curveballs the exam. If you go back understand how do all examples does in his slides, which shows every step, will be fine class. also gives heavy curve.",2,😎awesome,2.0
4268,This guy is a cpunt and noone shows up to his class. On the final exxam he passively btitches about obscure concepts u would know if you did extra homework assignments assigns in,1,😎awesome,1.0
4269,"Prof. Rego is a very nice person. However , I do not find him helpful as lecturer. The class super hard some of the concepts are almost high school level. However, lack resources to study and poor lecture notes make it really that so exams homework random.",2,😎awesome,2.0
4270,He spent 20 minutes average on every class talking about philosophy or indian temples,1,😎awesome,2.0
4271,"Rego is a nice guy, but his lectures are hard to follow. He uses handwritten notes that read, and consistently late class.",1,😖awful,1.0
4272,"He's nice, but his exams have material that isn't covered in lecture and the one class I had with him was not run very well.",2,😖awful,2.0
4273,"I hardly learned anything from attending the lectures for class. The examples that Professor Rego showed were often unclear/unrelated to class assignments. You just have teach yourself. He did release practice exams and solutions we could study, which was helpful because they similar actual exams.",1,😖awful,1.0
4274,"He's a nice guy, but terrible professor. The material covered in lectures seems almost completely irrelevant to the tasks at hand. He often will go off on random tangents that have nothing do with coding. Then he ends up getting way behind teaching us lecture material. I learned more from recitations than lectures.",1,😖awful,2.0
4275,"He gave random pop quizzes during the last month of school, probably because he couldn't figure out why no one wanted to come hear his terrible lectures. was way behind schedule after first two lectures thinks reading diff code is helpful.",1,😖awful,1.0
4276,"Professor Rego was a fun lecturer, and I learned lot in his class. He didn't explain everything clearly some of tangents went nowhere, but I'm glad he my professor.",2,😖awful,2.0
4277,"Very nice guy, sometimes he goes off on a tangent in class, but teaches what needs to be taught. The exams were challenging, all the materials available online achieve an A it.",1,😖awful,1.0
4278,"He has no idea what teachhing a student or clas of students would entail. is consistently late to class, His notes always surprise him. The best part that his do not apply the class.",2,😖awful,2.0
4279,He made the class easier than it could have been. I like him for that.,1,😖awful,1.0
4280,"Rego reads straight from the notes on his webpage so going to class is unnecessary. The exams were ridiculous, asking trick questions about pointer arithmetic (triple pointers, I'm not lying, and bad usage of macros). Many people had trouble with class, due tough projects. Projects fun, but didn't really contribute much.",2,😖awful,2.0
4281,"Decent professor, teaches from website notes and gives more background than necessary - but is nice to know. Very open if you need talk him (took care of a bad TA, no questions asked). easy (though most other in my class failed, so maybe its just me). Really you're good at CS, this easy, not consider switching.",1,😖awful,1.0
4282,"Comes to his own class late with a bunch of scattered papers. Teaches from website notes, which consist pieces code he pretty much just reads. Projects are somewhat tough, exams okay.",1,😖awful,2.0
4283,absolutely awful.,1,😖awful,1.0
4284,"The reason myself and 3 of my friends dropped from CS. Terrible teacher. Would come in every day read his notes word for barely intelligible english. Labs were poorly written; vague information was given then projects grading on extremely strict guidelines. worst class I've taken at Purdue (I'm nearly a senior now, too)",2,😖awful,2.0
4285,Sooo super kewl!!,2,😎awesome,2.0
4286,"I took Steve's class in my first year here and am graduating. Steve is very nice. Even though to critique design subjective, he respects every student's ideas works.",2,😎awesome,2.0
4287,"Steve has the student's best interest at heart. Few people like him because he is so opinionated, but harsh and abundant feedback good. People need to realize what adds program not harp on for having design experience. It would be better if gave more class time work lectured less. Get know him, nice.",2,😎awesome,2.0
4288,"Steve has never been an industrial designer, horrible taste, impractical ideas and methods, can't sketch yet judges hard on sketching. The type of person who will talk about what you need to fix your project for three hours then after do it, still give a D. He's major power trip doesn't see students as human beings.",1,😎awesome,2.0
4289,"I'm an alumni of Purdue's ID program (FYI: I loved it and led me to a great job). Steve has the student's best interest at heart, but he is not developing practical projects. His strongest skill getting outside companies sponsor/teach classes which was incredibly helpful.",2,😎awesome,2.0
4290,"Visser is clueless about appropriate course content, interpersonal communication of any type, design decisions, and product practices at large. As a recent Product Design graduate, take it from me: Please do not his classes or enter Purdue's program. It filled with confusion misdirection. Hardly an education.",2,😎awesome,2.0
4291,"This professor continues to not only give a very poor quality education, but also provides numerous negative stories for each of the Alumni. Whether they are fresh out school or have been while, everyone knows Steve, and usually has nothing positive say about him. He really should get on with retiring.",1,😖awful,1.0
4292,Really bad at his job,1,😖awful,2.0
4293,No Comments,1,😐average,2.0
4294,No Comments,1,😐average,1.0
4295,No Comments,1,😖awful,1.0
4296,No Comments,2,😖awful,2.0
4297,"Lecture room seats 350 people, I counted 14 people in class one day. The book was special edition with his commentary so we were forced to buy it. He spent 90% of time reviewing which basically ""The econ model use has gaps and holes"", however the exams over actual material rest chapter.",1,😖awful,1.0
4298,"I needed an upper level econ course, and I'm glad took this one. It was so much easier than any other 300 course have taken. The pretty interesting easy too. You could tell he liked teaching course. Just do the readings, you'll be fine. ten page capstone paper wasn't too fun though, but no final exam!",1,😖awful,2.0
4299,"For all of you that had him for 252, I'm sorry. But if have to take higher level Econ courses, 368. It sounds like a lot work and is pretty confusing, but I could pull an A, anyone can. Just read the text book, go class actually participate, will be GOLDEN.",2,😐average,2.0
4300,"Easily worst teacher at Purdue. Can't teach, create a course, or even talk right. Avoid all costs, anyone who says anything positive is either playing mean joke, was paid to say it. If you get him, drop the class and wait for another teacher's spot open up.",1,😐average,1.0
4301,Worst professor at Purdue University. He is an old decrepid man who speaks in monotone and a disgusting incomprehensible slobbery voice. doesn NOT talk about anything even remotely related to the course - he goes on tangents personal rambles. Awful AWFUL professor.,2,😐average,2.0
4302,"Doesn't really teach economics. Just raises irrelevant questions about it. Also, one moment he'll say read the book, then turn around and trash saying they ""seem to have their heads in sand."" Overall, terrible teacher.",1,😐average,2.0
4303,HORRIBLE. PLEASE DONT TAKE HIM,1,😖awful,1.0
